"","type","airTemperature_K","processTemperature_K","rotationalSpeed_rpm","torque_nm","toolWear_min","target"
"5820","L",301.3,311,1418,41.9,208,0
"5821","L",301.3,311.1,1723,27.6,210,0
"5822","L",301.3,311.1,1303,49.2,212,0
"5823","M",301.3,311,1463,50.2,214,0
"5824","L",301.2,311,1544,39.3,217,0
"5825","L",301.2,311,1596,37.2,219,0
"5826","L",301.3,311.1,1413,42,221,0
"5827","M",301.3,311.1,1492,41.2,223,0
"5828","L",301.3,311.1,1624,40.9,0,0
"5829","L",301.3,311.1,1504,39.1,2,0
"5830","M",301.2,311.1,1574,34.3,4,0
"5831","M",301.3,311.2,1438,42.4,7,0
"5832","L",301.3,311.3,1474,50.7,10,0
"5833","L",301.3,311.2,1675,32.1,12,0
"5834","L",301.3,311.2,1457,44.5,14,0
"5835","L",301.3,311.3,1434,49.8,16,0
"5836","L",301.3,311.2,1668,30.1,18,0
"5837","L",301.2,311.1,1550,39.7,20,0
"5838","M",301.3,311.1,1834,25.4,22,0
"5839","M",301.4,311.2,1476,36.5,25,0
"5840","M",301.4,311.2,1541,36.3,28,0
"5841","M",301.3,311.1,1581,30.9,31,0
"5842","M",301.3,311.1,1678,30.7,34,0
"5843","L",301.4,311.2,1355,50.6,37,0
"5844","L",301.5,311.2,1700,28.8,39,0
"5845","L",301.4,311.1,1462,37.1,41,0
"5846","M",301.4,311.2,1727,26.5,43,0
"5847","L",301.4,311.3,1674,33.3,46,0
"5848","L",301.4,311.3,1397,42.3,48,0
"5849","L",301.4,311.3,2323,15.9,50,0
"5850","M",301.4,311.2,1434,47.6,52,0
"5851","L",301.3,311.1,1560,35.3,55,0
"5852","L",301.2,311,1573,32.8,57,0
"5853","H",301.2,310.9,1798,22.3,59,0
"5854","L",301.2,311,1567,35.1,64,0
"5855","L",301.2,310.9,1416,53.3,66,0
"5856","M",301.2,310.9,1424,45.2,68,0
"5857","H",301.2,310.9,1598,35.9,71,0
"5858","L",301.3,310.9,1760,23.9,76,0
"5859","L",301.3,311,1348,44.5,78,0
"5860","L",301.3,311,1542,33.6,80,0
"5861","L",301.3,310.9,1566,33.1,82,0
"5862","L",301.3,311,1554,47.7,84,0
"5863","L",301.4,311,1470,40.6,86,0
"5864","M",301.4,311.1,1758,25.4,88,0
"5865","M",301.4,311,1486,36.5,91,0
"5866","M",301.5,311.1,1402,40,94,0
"5867","L",301.5,311.1,1459,45.1,97,0
"5868","L",301.5,311,1494,45.3,99,0
"5869","L",301.5,311.1,1731,27.9,101,0
"5870","L",301.5,311.1,2076,18.7,103,0
"5871","L",301.5,311.1,2055,16.8,105,0
"5872","L",301.5,311.1,1469,49.5,107,0
"5873","M",301.5,311,1504,42.6,109,0
"5874","M",301.5,311.1,1396,43.5,112,0
"5875","M",301.5,311.1,1660,33.8,115,0
"5876","M",301.5,311,1577,39.7,118,0
"5877","L",301.5,311.1,1426,52.1,121,0
"5878","L",301.5,311.1,1458,41.4,123,0
"5879","L",301.4,311,1533,45.8,125,0
"5880","L",301.4,311,1701,28.4,127,0
"5881","L",301.5,311.1,1434,49.6,129,0
"5882","L",301.4,311.1,1952,22.7,131,0
"5883","L",301.4,311.1,1469,36.9,133,0
"5884","L",301.4,311.1,1800,26,135,0
"5885","M",301.3,311.1,1438,43,137,0
"5886","L",301.3,311.1,1647,28.2,140,0
"5887","L",301.4,311.1,1494,41.9,142,0
"5888","H",301.4,311.1,1445,41.4,144,0
"5889","M",301.5,311.1,1507,38.6,149,0
"5890","M",301.4,311,1234,55.8,152,0
"5891","L",301.4,311,1634,32.6,155,0
"5892","L",301.4,311,1334,53.3,157,0
"5893","L",301.4,311.1,1472,44.5,159,0
"5894","M",301.3,311,1410,52.7,161,0
"5895","L",301.2,310.9,1597,37.9,164,0
"5896","M",301.2,310.9,1460,46.7,166,0
"5897","L",301.1,310.8,1274,55.7,169,0
"5898","M",301,310.7,1517,40.2,171,0
"5899","L",301,310.7,1300,57.2,174,0
"5900","H",300.9,310.6,1686,27.7,176,0
"5901","M",300.9,310.7,1485,41,181,0
"5902","L",301,310.7,1464,45.8,184,0
"5903","L",300.9,310.6,1598,35.4,186,0
"5904","L",300.9,310.5,1894,21.9,188,0
"5905","M",300.8,310.5,1330,59,190,0
"5906","H",300.8,310.5,1582,31.1,193,0
"5907","L",300.7,310.3,1533,35.6,198,0
"5908","H",300.8,310.4,1419,46.4,200,0
"5909","M",300.8,310.3,1526,36.3,205,0
"5910","H",300.7,310.2,1364,65.3,208,1
"5911","M",300.8,310.3,1458,43.4,0,0
"5912","M",300.8,310.4,1288,64,3,0
"5913","M",300.7,310.3,1659,29.8,6,0
"5914","H",300.7,310.2,1479,52.3,9,0
"5915","L",300.7,310.3,1592,36,14,0
"5916","M",300.6,310.2,1532,38.7,16,0
"5917","L",300.6,310.2,1555,41.9,19,0
"5918","L",300.6,310.2,1341,52.6,21,0
"5919","L",300.6,310.1,1541,42,23,0
"5920","L",300.6,310.3,1414,50.6,25,0
"5921","L",300.5,310.2,1764,25.9,27,0
"5922","L",300.5,310.3,1336,57.1,29,0
"5923","L",300.5,310.3,1435,43.3,31,0
"5924","M",300.4,310.3,1537,35,33,0
"5925","L",300.3,310.2,1369,48.8,36,0
"5926","M",300.2,310.1,1619,31.3,38,0
"5927","L",300.2,310.1,1440,51.1,41,0
"5928","L",300.2,310.1,1649,30.5,43,0
"5929","M",300.2,310.1,1550,38.7,45,0
"5930","L",300.3,310.2,1471,45.2,48,0
"5931","L",300.3,310.3,1483,51.6,50,0
"5932","L",300.3,310.4,1336,54.4,52,0
"5933","L",300.5,310.5,1515,36.6,54,0
"5934","L",300.5,310.5,1373,47.4,56,0
"5935","H",300.6,310.5,1454,51.2,58,0
"5936","L",300.5,310.5,1646,34.5,63,0
"5937","M",300.5,310.4,1548,37.3,65,0
"5938","M",300.6,310.5,1462,41.3,68,0
"5939","L",300.5,310.4,1702,33.1,71,0
"5940","L",300.5,310.5,1409,60.9,73,0
"5941","M",300.6,310.6,1427,52.8,75,0
"5942","L",300.6,310.7,1438,48.5,78,1
"5943","L",300.7,310.7,1450,43.4,80,0
"5944","L",300.7,310.7,1541,41.3,82,0
"5945","M",300.7,310.6,1484,38,84,0
"5946","M",300.8,310.8,1415,44.5,87,0
"5947","L",300.7,310.8,1496,46.4,90,0
"5948","M",300.7,310.8,1465,45.2,92,0
"5949","L",300.7,310.8,2113,18.5,95,0
"5950","M",300.7,310.8,1506,44,97,0
"5951","L",300.7,310.8,1689,28.9,100,0
"5952","L",300.7,310.9,1650,29.4,102,0
"5953","L",300.7,310.8,1563,33.8,104,0
"5954","M",300.7,310.9,1486,38.9,106,0
"5955","L",300.8,310.9,1732,25.7,109,0
"5956","L",300.7,310.8,1653,31.6,111,0
"5957","L",300.7,310.9,1535,37.1,113,0
"5958","L",300.7,310.9,1637,37.2,115,0
"5959","L",300.6,310.8,1533,38.5,117,0
"5960","L",300.6,310.8,1378,51.2,119,0
"5961","L",300.5,310.7,1606,33.5,121,0
"5962","L",300.3,310.7,1539,32.3,123,0
"5963","L",300.5,310.8,1728,26.3,125,0
"5964","H",300.4,310.7,1656,36.3,127,0
"5965","H",300.5,310.8,1631,30.5,132,0
"5966","H",300.5,310.9,1447,46.5,137,0
"5967","L",300.4,310.8,1396,49.3,142,0
"5968","L",300.4,310.8,1390,52.5,144,0
"5969","L",300.4,310.8,1348,56,146,0
"5970","M",300.4,310.8,1491,35.9,148,0
"5971","L",300.4,310.8,1520,37.6,151,0
"5972","L",300.5,310.8,1509,33,153,0
"5973","L",300.5,310.8,1445,46.6,155,0
"5974","L",300.5,310.8,1354,51.8,157,0
"5975","L",300.5,310.7,1488,39.4,159,0
"5976","H",300.5,310.7,1654,28.6,161,0
"5977","H",300.5,310.6,1378,51.5,166,0
"5978","L",300.6,310.7,1750,30.6,171,0
"5979","L",300.5,310.6,1448,46.3,173,0
"5980","H",300.6,310.7,1501,45.3,175,0
"5981","M",300.6,310.7,1654,32,180,0
"5982","M",300.7,310.7,1347,46.5,183,0
"5983","L",300.7,310.8,1486,37.1,186,0
"5984","H",300.8,310.8,1466,45.2,188,0
"5985","H",300.7,310.8,1346,52,193,0
"5986","L",300.7,310.7,1314,42.4,198,0
"5987","L",300.6,310.7,1440,52.5,200,0
"5988","L",300.7,310.8,1608,39.5,202,0
"5989","H",300.7,310.8,1296,58.2,204,0
"5990","L",300.7,310.7,1507,46.1,209,0
"5991","M",300.7,310.7,1343,51.6,211,0
"5992","L",300.7,310.7,1416,40.4,214,0
"5993","L",300.7,310.6,1288,47.2,216,0
"5994","M",300.7,310.6,1407,42.4,218,0
"5995","L",300.6,310.4,1608,39.2,221,0
"5996","L",300.6,310.3,1920,22.3,223,0
"5997","M",300.5,310.2,1386,48.2,225,0
"5998","M",300.5,310.2,1571,34.6,228,0
"5999","M",300.4,310.2,1613,36.9,231,0
"6000","M",300.4,310.2,1671,30.5,234,1
"6001","H",300.4,310.2,1431,43.2,0,0
"6002","M",300.4,310.2,1380,47.3,5,0
"6003","L",300.5,310.3,1683,31.5,8,0
"6004","L",300.4,310.2,1529,36.2,10,0
"6005","L",300.5,310.4,1761,26.5,12,0
"6006","L",300.6,310.5,1570,38.3,14,0
"6007","M",300.6,310.5,2156,18,16,0
"6008","M",300.7,310.6,1349,54.5,19,0
"6009","L",300.7,310.7,1431,39.3,22,0
"6010","L",300.6,310.6,1931,22,24,0
"6011","H",300.7,310.7,1428,43.4,26,0
"6012","L",300.8,310.8,1564,36.2,31,0
"6013","H",300.8,310.9,1425,44,33,0
"6014","L",300.7,310.8,1597,30.5,38,0
"6015","H",300.8,310.8,1618,32.8,40,0
"6016","M",300.8,310.8,1520,38,45,0
"6017","L",300.7,310.7,1425,45.3,48,0
"6018","L",300.8,310.9,1398,38.2,50,0
"6019","M",300.8,310.9,1557,31.6,52,0
"6020","L",300.7,310.8,1519,43.9,55,0
"6021","L",300.7,310.8,1619,34.9,57,0
"6022","L",300.7,310.8,1814,21.4,59,0
"6023","L",300.7,310.9,1521,39.4,61,0
"6024","M",300.7,310.9,1369,51.2,63,0
"6025","L",300.7,310.9,1356,65.3,66,1
"6026","L",300.7,311,1336,53.3,68,0
"6027","L",300.7,311,1403,48.3,70,0
"6028","M",300.7,311,1413,44.3,72,0
"6029","L",300.6,310.9,1472,47.6,75,0
"6030","M",300.7,310.8,1452,47.9,77,0
"6031","L",300.6,310.7,1397,53.7,80,0
"6032","L",300.6,310.7,1455,40.6,82,0
"6033","L",300.7,310.8,1754,27.7,84,0
"6034","L",300.6,310.9,1471,37.9,86,0
"6035","M",300.6,310.8,1389,48.1,88,0
"6036","M",300.6,310.9,1702,30.3,91,0
"6037","M",300.6,311,1401,54.6,94,0
"6038","L",300.7,311.1,1426,46.2,97,0
"6039","L",300.7,311,1496,38.3,99,0
"6040","L",300.6,310.9,1433,42.6,101,0
"6041","M",300.7,311.1,1438,46.6,103,0
"6042","M",300.7,311,1418,49.3,106,0
"6043","M",300.8,311,1580,36.6,109,0
"6044","M",300.7,310.9,1468,41.8,112,0
"6045","M",300.8,310.9,1522,41.7,115,0
"6046","L",300.8,310.9,1311,55.8,118,0
"6047","L",300.9,311,1316,56.5,120,0
"6048","H",300.9,311,1853,23.6,122,0
"6049","M",300.9,311,1556,38.8,127,0
"6050","M",300.9,311,1567,34.3,130,0
"6051","M",300.9,311.1,1546,37.7,133,0
"6052","L",300.9,311,1382,51.2,136,0
"6053","L",300.9,311,2003,20.2,138,0
"6054","L",300.8,310.9,1748,29.9,140,0
"6055","H",300.7,310.8,1518,40.1,142,0
"6056","L",300.7,310.8,1475,42,147,0
"6057","L",300.8,310.8,1634,29.2,149,0
"6058","L",300.8,310.8,1689,32.9,151,0
"6059","M",300.9,310.9,1636,35.3,153,0
"6060","L",300.9,311,2235,15.8,156,0
"6061","L",301,311.1,1615,35.6,158,0
"6062","H",301.1,311.1,1618,29.5,160,0
"6063","M",301.1,311.2,1407,53,165,0
"6064","L",301.1,311.1,1450,43.3,168,0
"6065","L",301.1,311.1,1889,23.8,170,0
"6066","L",301,310.9,1568,38.2,172,0
"6067","L",301,311,1804,25.8,174,0
"6068","L",301,311,1582,37.5,176,0
"6069","M",301,310.9,2047,17.9,178,0
"6070","L",300.9,310.9,1601,34,181,0
"6071","L",300.9,310.9,1615,32,183,0
"6072","M",300.9,310.8,1452,43.6,185,0
"6073","M",300.9,310.8,1695,30.2,188,0
"6074","M",300.9,310.8,1790,26.2,191,0
"6075","M",301,310.8,1533,39.3,194,0
"6076","L",301,310.9,1813,28.5,197,0
"6077","L",301,310.9,1492,36.7,199,0
"6078","L",300.9,310.7,1479,43.3,201,0
"6079","L",300.8,310.7,1339,59.1,203,1
"6080","M",300.8,310.7,1371,44.7,205,0
"6081","L",300.9,310.7,1468,36.2,208,0
"6082","L",300.9,310.7,1517,41.7,210,0
"6083","L",300.9,310.7,1352,46.4,212,0
"6084","L",300.9,310.7,1389,50,214,0
"6085","M",300.8,310.6,1505,36.2,0,0
"6086","L",300.9,310.6,1538,36.7,3,0
"6087","L",300.9,310.8,1482,37,5,0
"6088","M",300.9,310.8,1599,33,7,0
"6089","L",300.9,310.8,1476,39,10,0
"6090","L",300.9,310.7,1509,37.5,12,0
"6091","L",300.9,310.8,1708,29.1,14,0
"6092","L",300.9,310.7,1412,57.5,16,0
"6093","L",300.9,310.7,1658,28.5,18,0
"6094","L",301,310.8,1375,57.2,20,0
"6095","M",300.9,310.8,1402,48.1,22,0
"6096","M",300.9,310.7,1452,47.3,25,0
"6097","M",300.8,310.7,1483,40.8,28,0
"6098","H",300.9,310.8,1477,38.4,31,0
"6099","M",300.8,310.7,1924,22.4,36,0
"6100","H",300.9,310.7,1609,28.7,39,0
"6101","M",300.8,310.7,1886,21.1,44,0
"6102","L",300.7,310.6,1616,29.6,47,0
"6103","L",300.7,310.7,1442,43.2,49,0
"6104","L",300.8,310.8,1407,45.1,51,0
"6105","M",300.8,310.8,1461,41.3,53,0
"6106","M",300.8,310.9,1522,46.2,56,0
"6107","L",300.9,311,1432,48.1,59,0
"6108","L",300.9,311,1438,49,61,0
"6109","M",300.8,310.9,1678,28.1,63,0
"6110","M",300.8,310.9,1514,38.7,66,0
"6111","L",300.7,310.8,1534,41.3,69,0
"6112","M",300.7,310.8,1486,41.2,71,0
"6113","L",300.7,310.8,1925,22,74,0
"6114","M",300.7,310.8,1724,30,76,0
"6115","M",300.8,310.8,1549,35.5,79,0
"6116","L",300.8,310.9,1457,47.7,82,0
"6117","L",300.8,310.9,1453,43.9,84,0
"6118","L",300.8,311,1578,44.4,86,0
"6119","M",300.9,311.1,1325,61.4,88,0
"6120","L",300.9,311.1,1471,39.3,91,0
"6121","M",300.9,311.2,1472,40,93,0
"6122","L",300.9,311.1,1457,37.4,96,0
"6123","L",301,311,1402,55.3,98,0
"6124","L",300.9,310.9,1477,41.5,100,0
"6125","M",300.9,310.9,1727,30.1,102,0
"6126","L",300.9,310.9,1995,20.2,105,0
"6127","L",300.9,310.9,1370,52.5,107,0
"6128","L",300.9,310.9,1228,66.4,109,0
"6129","L",300.9,311,1499,38,111,0
"6130","M",301,311,1508,46.9,113,0
"6131","L",301,310.9,1473,44.2,116,0
"6132","H",301,311,1640,37.6,118,0
"6133","L",301.1,311.1,1429,42.5,123,0
"6134","L",301.1,311.1,1470,40.9,125,0
"6135","L",301,311,1581,37,127,0
"6136","L",301,310.9,1740,28.9,129,0
"6137","H",300.9,310.8,1390,40.6,131,0
"6138","M",300.9,310.8,1988,19.7,136,0
"6139","M",300.8,310.7,1452,43,139,0
"6140","L",300.8,310.7,1586,33.4,142,0
"6141","L",300.8,310.7,1589,34.3,144,0
"6142","L",300.8,310.8,1486,45.7,146,0
"6143","L",300.9,310.9,1755,27.9,148,0
"6144","M",301,310.9,1575,34.6,150,0
"6145","M",301.1,311.1,1615,37.7,153,0
"6146","M",301.1,311.1,1436,41.8,156,0
"6147","M",301.1,311.1,1470,40.6,159,0
"6148","M",301.1,311.1,2089,19.8,162,0
"6149","L",301.1,311.2,1564,37,165,0
"6150","M",301,311.1,1420,47.4,167,0
"6151","L",301.1,311.1,1711,29.1,170,0
"6152","L",301.1,311.2,1555,35.3,172,0
"6153","M",301.1,311.1,1592,35.7,174,0
"6154","L",301,311.1,1236,64.4,177,1
"6155","M",301,310.9,1765,24.2,179,0
"6156","L",301,311,1634,31.2,182,0
"6157","L",301.1,311.1,1508,41.5,184,0
"6158","L",301.1,311.2,1774,29.6,186,0
"6159","L",301.1,311,1677,29.1,188,0
"6160","L",301,311,1399,58,190,1
"6161","L",301,310.9,1570,34,192,0
"6162","L",301,310.9,1479,44.3,194,0
"6163","L",301,310.8,1558,34.9,196,0
"6164","L",300.8,310.7,1358,48.1,198,0
"6165","H",300.9,310.7,1656,30.7,200,0
"6166","L",300.9,310.7,1523,35.8,205,0
"6167","H",300.9,310.7,1403,40.6,207,0
"6168","M",300.9,310.7,1362,51.6,212,0
"6169","M",300.7,310.6,1778,27.1,215,0
"6170","L",300.7,310.5,1448,38.2,218,0
"6171","H",300.8,310.5,1559,40.1,220,0
"6172","L",300.8,310.6,1416,42.2,225,0
"6173","L",300.8,310.6,1577,37.9,227,1
"6174","L",300.8,310.7,1633,27.8,0,0
"6175","L",300.9,310.7,1573,31.2,2,0
"6176","L",300.9,310.8,1517,44.3,4,0
"6177","L",301,310.9,1515,37.3,6,0
"6178","L",301,310.8,1527,45.3,8,0
"6179","L",301.1,310.9,1282,67.9,10,1
"6180","M",301.1,310.9,1396,45.1,12,0
"6181","L",301,310.9,1492,44.6,15,0
"6182","L",301,310.8,1975,19.7,17,0
"6183","L",301,310.8,1475,35.3,19,0
"6184","H",301,310.9,1495,37.3,21,0
"6185","L",301,311,1553,35.8,26,0
"6186","L",301.1,311,1918,21.7,28,0
"6187","M",301.1,311,1413,46.6,30,0
"6188","L",301,311,1437,56,33,0
"6189","L",301,310.9,1450,45.9,35,0
"6190","M",301,310.9,1910,21.9,37,0
"6191","L",300.9,310.9,1749,26.4,40,0
"6192","H",301,310.9,1916,22,42,0
"6193","L",301,310.9,1428,45.3,47,0
"6194","L",301,310.9,1578,38.4,49,0
"6195","L",300.9,310.8,1571,39.9,51,0
"6196","L",300.9,310.8,1729,30.2,53,0
"6197","L",300.9,310.8,1701,30.4,55,0
"6198","L",300.9,310.8,1493,45.8,57,0
"6199","M",301,310.9,1554,32.7,59,0
"6200","L",300.9,310.9,1497,43.2,62,0
"6201","L",301,310.9,1679,29.8,64,0
"6202","M",301,310.9,1510,44.5,66,0
"6203","L",301,310.9,1296,54.9,69,0
"6204","L",301,310.9,1404,41.8,71,0
"6205","M",300.9,310.8,1519,34.9,73,0
"6206","M",300.9,310.7,1696,27.3,76,0
"6207","M",300.8,310.6,1669,28.4,79,0
"6208","L",300.7,310.6,1447,40.7,82,0
"6209","M",300.7,310.6,1418,46.3,84,0
"6210","L",300.7,310.6,1407,40.5,87,0
"6211","L",300.8,310.5,1434,44.5,89,0
"6212","L",300.8,310.6,1360,48.8,91,0
"6213","L",300.8,310.6,1402,53.7,93,0
"6214","L",300.9,310.6,1552,34.9,95,0
"6215","L",300.9,310.7,1392,44.2,97,0
"6216","L",301.1,310.8,1521,41,99,0
"6217","L",301.1,310.8,1724,27.5,101,0
"6218","M",301,310.7,1455,46.1,103,0
"6219","H",301,310.6,1366,50.6,106,0
"6220","H",301.1,310.6,1407,43.9,111,0
"6221","L",301.1,310.8,1470,49.3,116,0
"6222","M",301.2,310.9,1359,50.8,118,0
"6223","H",301.1,310.8,1792,25.8,121,0
"6224","M",301.1,310.9,1552,37.9,126,0
"6225","L",301.2,311,1612,32.9,129,0
"6226","M",301.2,311,1424,41.4,131,0
"6227","H",301.3,311,1341,59.3,134,0
"6228","L",301.2,310.8,1479,38.2,139,0
"6229","L",301.2,310.9,1413,50.1,141,0
"6230","L",301.3,310.9,2165,17.4,143,0
"6231","M",301.3,311,1641,33,145,0
"6232","M",301.3,311,1495,40.8,148,0
"6233","L",301.3,311,1576,30.4,151,0
"6234","L",301.2,310.9,1467,37.1,153,0
"6235","L",301.2,310.8,1479,41.2,155,0
"6236","L",301.3,310.9,1596,33.9,157,0
"6237","M",301.3,310.9,1512,36.9,159,0
"6238","L",301.4,310.9,1414,38.8,162,0
"6239","L",301.3,310.8,1390,57.4,164,0
"6240","L",301.2,310.7,1644,31.6,166,0
"6241","M",301.2,310.7,1394,42.8,168,0
"6242","L",301.1,310.5,1324,52.4,171,0
"6243","L",301,310.4,1476,43.6,173,0
"6244","L",301,310.4,2204,16.6,175,0
"6245","M",301,310.4,1665,30.9,177,0
"6246","L",300.9,310.4,1445,41.7,180,0
"6247","H",300.8,310.3,1457,46.8,182,0
"6248","L",300.8,310.2,1492,46.3,187,0
"6249","L",300.8,310.1,1405,61.2,189,1
"6250","L",300.7,310.1,1542,35.5,191,0
"6251","L",300.8,310.2,1520,37.7,193,0
"6252","M",300.8,310.2,1598,36.5,195,0
"6253","L",300.8,310.3,1538,36.1,198,0
"6254","L",300.9,310.4,1615,30.9,200,0
"6255","L",301,310.5,1408,47,202,0
"6256","L",301,310.5,1379,57.3,204,1
"6257","L",301,310.6,1493,37.8,206,1
"6258","L",301.1,310.7,1376,49.1,0,0
"6259","M",301.1,310.7,1583,40.7,2,0
"6260","M",301.2,310.8,1396,47.4,5,0
"6261","L",301.1,310.7,1436,45.3,8,0
"6262","L",301.1,310.6,1417,47.6,10,0
"6263","L",301,310.6,1641,33.4,12,0
"6264","M",301,310.6,1698,27.3,14,0
"6265","L",300.9,310.4,1541,39.1,17,0
"6266","L",300.8,310.3,1383,46.6,19,0
"6267","L",300.8,310.4,1368,46.8,21,0
"6268","L",300.8,310.4,1570,35.2,23,0
"6269","L",300.9,310.5,1616,33.5,25,0
"6270","M",300.9,310.5,1444,43.2,27,0
"6271","L",300.9,310.4,2021,18.8,30,0
"6272","M",300.9,310.5,1702,29.3,32,0
"6273","M",301.1,310.6,1429,52.7,35,0
"6274","L",301.2,310.8,1711,28.9,38,0
"6275","M",301.2,310.7,1543,32.9,40,0
"6276","L",301.3,310.8,1628,32.2,43,0
"6277","L",301.2,310.8,1233,64.6,45,0
"6278","L",301.2,310.8,1461,40.6,47,0
"6279","L",301.2,310.7,1568,38.3,49,0
"6280","L",301.3,310.8,1432,54.4,51,0
"6281","M",301.2,310.7,1527,41.1,53,0
"6282","M",301.3,310.8,1455,41.2,56,0
"6283","M",301.3,310.8,1418,45.4,59,0
"6284","L",301.3,310.8,1719,29.5,62,0
"6285","M",301.2,310.8,1734,31.3,64,0
"6286","M",301.2,310.7,1426,46.1,67,0
"6287","L",301.1,310.6,1611,35.2,70,0
"6288","M",301.1,310.6,1479,41.1,72,0
"6289","L",301,310.5,1317,50.9,75,0
"6290","L",301,310.5,1248,61.4,77,0
"6291","L",301,310.5,1932,21.7,79,0
"6292","M",301.1,310.5,1547,35.8,81,0
"6293","L",301,310.4,1614,31.6,84,0
"6294","H",301,310.4,1512,44.9,86,0
"6295","L",301.1,310.5,1529,38.7,91,0
"6296","H",301.1,310.6,1782,24.9,93,0
"6297","L",301,310.5,1429,39.4,98,0
"6298","M",301.1,310.5,1309,60.7,100,0
"6299","L",301.1,310.5,1428,44.1,103,0
"6300","L",301.2,310.6,1385,49.2,105,0
"6301","L",301.2,310.7,1517,39.4,107,0
"6302","M",301.2,310.6,1576,39.6,109,0
"6303","L",301.2,310.6,1437,51.2,112,0
"6304","H",301.2,310.6,1457,50.5,114,0
"6305","L",301.1,310.5,1532,37.5,119,0
"6306","M",301.1,310.5,1603,32.6,121,0
"6307","L",301,310.4,1563,34.4,124,0
"6308","L",301,310.3,1617,34.5,126,0
"6309","M",300.8,310.1,1686,26.9,128,0
"6310","L",300.9,310.2,1382,50.4,131,0
"6311","L",300.9,310.1,2090,17.8,133,0
"6312","L",300.9,310.3,1446,44.5,135,0
"6313","M",300.9,310.2,1533,38.1,137,0
"6314","L",300.9,310.3,1440,47.6,140,0
"6315","M",301,310.4,1793,25,142,0
"6316","M",301,310.4,1517,46.1,145,0
"6317","L",300.9,310.4,1544,36,148,0
"6318","L",300.9,310.3,1321,48.8,150,0
"6319","M",300.9,310.3,1416,50.9,152,0
"6320","L",300.8,310.2,1514,40,155,0
"6321","M",300.8,310.2,1304,52.5,157,0
"6322","L",300.7,310.2,1286,64.9,160,0
"6323","M",300.7,310.1,1483,40.2,162,0
"6324","L",300.7,310.1,1351,46.9,165,0
"6325","M",300.7,310.1,1367,52.6,167,0
"6326","L",300.7,310.1,1721,32.3,170,0
"6327","L",300.6,310,1455,40.4,172,0
"6328","L",300.6,310,1425,49.5,174,0
"6329","L",300.7,310,1672,29.7,176,0
"6330","M",300.7,310,1641,34.6,178,0
"6331","M",300.5,310,1580,37,181,0
"6332","H",300.5,310,1495,47.4,184,0
"6333","M",300.5,309.9,1994,19.8,189,0
"6334","M",300.4,309.9,1415,31.8,192,0
"6335","M",300.4,309.8,1725,30.4,195,0
"6336","M",300.4,309.8,1430,43.4,198,0
"6337","L",300.4,309.8,1395,48.1,201,0
"6338","M",300.4,309.8,1435,43.6,203,0
"6339","L",300.4,309.9,1681,28.6,206,0
"6340","L",300.5,310,1451,48.6,208,0
"6341","H",300.5,309.9,1397,45.9,210,1
"6342","M",300.4,309.8,1421,47.2,0,0
"6343","M",300.3,309.8,1444,42,3,0
"6344","L",300.2,309.8,1827,23,6,0
"6345","H",300.2,309.8,1374,47.7,8,0
"6346","L",300.2,309.8,1650,29.6,13,0
"6347","L",300.2,309.7,1275,60.7,15,0
"6348","L",300.2,309.7,1421,44.6,17,0
"6349","L",300.2,309.8,1557,33.8,19,0
"6350","L",300.1,309.8,1506,35.2,21,0
"6351","L",300.1,309.7,1362,49.1,23,0
"6352","L",300,309.7,1542,47.1,25,0
"6353","L",300,309.6,1496,38.8,27,0
"6354","M",300,309.6,1491,42,29,0
"6355","L",300.1,309.6,1565,34.8,32,0
"6356","L",300.1,309.7,1481,37.9,34,0
"6357","M",300.1,309.7,1420,48.4,36,0
"6358","L",300.2,309.8,1398,54.8,39,0
"6359","M",300.2,309.8,1466,45.7,41,0
"6360","L",300.1,309.8,1430,56.7,44,0
"6361","L",300.1,309.7,1441,40.1,46,0
"6362","M",300.1,309.7,1348,57.3,48,0
"6363","L",300,309.6,1738,28.7,51,0
"6364","M",300,309.6,1618,36.2,53,0
"6365","M",299.9,309.6,1489,41.7,56,0
"6366","M",299.9,309.5,1412,57.9,59,0
"6367","M",299.9,309.5,2065,18.1,62,0
"6368","L",300,309.6,1571,33.1,65,0
"6369","M",300,309.6,1423,48.7,67,0
"6370","H",300,309.5,1781,24.9,70,0
"6371","L",300.1,309.6,1321,46.9,75,0
"6372","L",300.1,309.6,1546,36.7,77,0
"6373","M",300,309.5,1879,22.4,79,0
"6374","H",300,309.5,1735,28.9,82,0
"6375","L",300,309.5,1506,38.8,87,0
"6376","H",300,309.6,1629,32.3,89,0
"6377","L",300,309.6,1694,28.7,94,0
"6378","L",300.1,309.6,1541,37,96,0
"6379","L",300,309.6,1514,44.6,98,0
"6380","L",300.1,309.7,1485,45.9,100,0
"6381","L",300.2,309.8,1430,55,102,0
"6382","L",300.2,309.7,1771,27.1,104,0
"6383","L",300.2,309.8,1481,41.9,106,0
"6384","H",300.2,309.7,1483,43.8,108,0
"6385","H",300.1,309.6,1463,45.1,113,0
"6386","L",300.1,309.7,1410,48.3,118,0
"6387","L",300.2,309.7,1656,34.3,120,0
"6388","M",300.2,309.8,1487,39.2,122,0
"6389","H",300.3,309.9,1509,46.6,125,0
"6390","H",300.3,309.9,1677,30.1,130,0
"6391","L",300.3,309.8,1450,55,135,0
"6392","M",300.2,309.7,1413,43,137,0
